activity subject variable mean
standing 3 fBodyGyro.std...Y -0.923125941147541
standing 4 fBodyGyro.std...Y -0.945825840178571
standing 5 fBodyGyro.std...Y -0.931857811428571
standing 6 fBodyGyro.std...Y -0.942539174210526
standing 7 fBodyGyro.std...Y -0.945818157735849
standing 8 fBodyGyro.std...Y -0.968055495925926
standing 9 fBodyGyro.std...Y -0.941950576888889
standing 10 fBodyGyro.std...Y -0.958399857954545
standing 11 fBodyGyro.std...Y -0.994353086595745
standing 12 fBodyGyro.std...Y -0.938529853770492
standing 13 fBodyGyro.std...Y -0.97142515122807
standing 14 fBodyGyro.std...Y -0.944306864
standing 15 fBodyGyro.std...Y -0.969442882075472
standing 16 fBodyGyro.std...Y -0.978402418717949
standing 17 fBodyGyro.std...Y -0.983946584871795
standing 18 fBodyGyro.std...Y -0.978801848493151
standing 19 fBodyGyro.std...Y -0.966967238082192
standing 20 fBodyGyro.std...Y -0.901237499589041
standing 21 fBodyGyro.std...Y -0.954080913707865
standing 22 fBodyGyro.std...Y -0.962172736666667
standing 23 fBodyGyro.std...Y -0.945871186029412
standing 24 fBodyGyro.std...Y -0.965798055507246
standing 25 fBodyGyro.std...Y -0.975960666081081
standing 26 fBodyGyro.std...Y -0.981740873108108
standing 27 fBodyGyro.std...Y -0.98185775725
standing 28 fBodyGyro.std...Y -0.936101609113924
standing 29 fBodyGyro.std...Y -0.989643721230769
standing 30 fBodyGyro.std...Y -0.939469774067797
walking 1 fBodyGyro.std...Y -0.0335081597884211
walking 2 fBodyGyro.std...Y -0.533046952542373
walking 3 fBodyGyro.std...Y -0.568888673448276
walking 4 fBodyGyro.std...Y -0.654657770166667
walking 5 fBodyGyro.std...Y -0.502683380535714
walking 6 fBodyGyro.std...Y -0.332008706842105
walking 7 fBodyGyro.std...Y -0.290859379017544
walking 8 fBodyGyro.std...Y -0.1908057215
walking 9 fBodyGyro.std...Y -0.490990336346154
walking 10 fBodyGyro.std...Y -0.204392821584906
walking 11 fBodyGyro.std...Y -0.453663184067797
walking 12 fBodyGyro.std...Y -0.4437983296
walking 13 fBodyGyro.std...Y -0.318618506122807
walking 14 fBodyGyro.std...Y 0.0832950551222034
walking 15 fBodyGyro.std...Y -0.365361208555556
walking 16 fBodyGyro.std...Y -0.61194087745098
walking 17 fBodyGyro.std...Y -0.439238787704918
walking 18 fBodyGyro.std...Y -0.460890661785714
walking 19 fBodyGyro.std...Y -0.133010285461538
walking 20 fBodyGyro.std...Y 0.107704805445098
walking 21 fBodyGyro.std...Y -0.419400879423077
walking 22 fBodyGyro.std...Y -0.481624411086957
walking 23 fBodyGyro.std...Y 0.286581518449153
walking 24 fBodyGyro.std...Y -0.495896271896552
walking 25 fBodyGyro.std...Y -0.567201282027027
walking 26 fBodyGyro.std...Y -0.587939604576271
walking 27 fBodyGyro.std...Y -0.530943838421053
walking 28 fBodyGyro.std...Y -0.497470739444444
walking 29 fBodyGyro.std...Y -0.0941359695075472
walking 30 fBodyGyro.std...Y 0.0955456046230769
walking_downstairs 1 fBodyGyro.std...Y -0.181414728657143
walking_downstairs 2 fBodyGyro.std...Y -0.458732747446809
walking_downstairs 3 fBodyGyro.std...Y -0.553094540204082
walking_downstairs 4 fBodyGyro.std...Y -0.691518367333333
walking_downstairs 5 fBodyGyro.std...Y -0.431552775319149
walking_downstairs 6 fBodyGyro.std...Y -0.235470976166667
walking_downstairs 7 fBodyGyro.std...Y -0.351717743191489
walking_downstairs 8 fBodyGyro.std...Y -0.0461356322868421
walking_downstairs 9 fBodyGyro.std...Y -0.364282565714286
walking_downstairs 10 fBodyGyro.std...Y -0.343237004473684
walking_downstairs 11 fBodyGyro.std...Y -0.481127494565217
walking_downstairs 12 fBodyGyro.std...Y -0.518923134565217
walking_downstairs 13 fBodyGyro.std...Y -0.24966032923617
walking_downstairs 14 fBodyGyro.std...Y 0.0741391154937778
walking_downstairs 15 fBodyGyro.std...Y -0.360972848571429
walking_downstairs 16 fBodyGyro.std...Y -0.565214032765957
walking_downstairs 17 fBodyGyro.std...Y -0.469390428043478
walking_downstairs 18 fBodyGyro.std...Y -0.607757979272727
walking_downstairs 19 fBodyGyro.std...Y -0.028489571974359
walking_downstairs 20 fBodyGyro.std...Y -0.159961424355556
walking_downstairs 21 fBodyGyro.std...Y -0.388418746666667
walking_downstairs 22 fBodyGyro.std...Y -0.570339899444444
walking_downstairs 23 fBodyGyro.std...Y 0.12605231802963
walking_downstairs 24 fBodyGyro.std...Y -0.523412701636364
walking_downstairs 25 fBodyGyro.std...Y -0.470641125
walking_downstairs 26 fBodyGyro.std...Y -0.4975063388
walking_downstairs 27 fBodyGyro.std...Y -0.543033246590909
walking_downstairs 28 fBodyGyro.std...Y -0.293108364565217
walking_downstairs 29 fBodyGyro.std...Y -0.354872689583333
walking_downstairs 30 fBodyGyro.std...Y -0.255732054951613
walking_upstairs 1 fBodyGyro.std...Y 0.151538905566038
walking_upstairs 2 fBodyGyro.std...Y -0.459758488958333
walking_upstairs 3 fBodyGyro.std...Y -0.556045947118644
walking_upstairs 4 fBodyGyro.std...Y -0.489824279230769
walking_upstairs 5 fBodyGyro.std...Y -0.403486393191489
walking_upstairs 6 fBodyGyro.std...Y -0.31361857145098
walking_upstairs 7 fBodyGyro.std...Y -0.579964614705882
walking_upstairs 8 fBodyGyro.std...Y -0.0478802512585366
walking_upstairs 9 fBodyGyro.std...Y -0.352033091612245
walking_upstairs 10 fBodyGyro.std...Y 0.171735785297872
walking_upstairs 11 fBodyGyro.std...Y -0.153787850538889
walking_upstairs 12 fBodyGyro.std...Y -0.483918390576923
walking_upstairs 13 fBodyGyro.std...Y -0.364283258727273
walking_upstairs 14 fBodyGyro.std...Y 0.646233637037037
walking_upstairs 15 fBodyGyro.std...Y -0.243612269004167
walking_upstairs 16 fBodyGyro.std...Y -0.559600598431373
walking_upstairs 17 fBodyGyro.std...Y -0.481154119791667
walking_upstairs 18 fBodyGyro.std...Y -0.443429836896552
walking_upstairs 19 fBodyGyro.std...Y -0.149925160355
walking_upstairs 20 fBodyGyro.std...Y -0.079046721372549
walking_upstairs 21 fBodyGyro.std...Y -0.478299637021277
walking_upstairs 22 fBodyGyro.std...Y -0.473882071666667
walking_upstairs 23 fBodyGyro.std...Y -0.301619977058824
walking_upstairs 24 fBodyGyro.std...Y -0.586177824237288
walking_upstairs 25 fBodyGyro.std...Y -0.349362687538462
walking_upstairs 26 fBodyGyro.std...Y -0.598236639818182
walking_upstairs 27 fBodyGyro.std...Y -0.587869474313725
walking_upstairs 28 fBodyGyro.std...Y -0.459989315686274
walking_upstairs 29 fBodyGyro.std...Y 0.234346783653061
walking_upstairs 30 fBodyGyro.std...Y 0.0449545535584615
laying 1 fBodyGyro.std...Z -0.9165825082
laying 2 fBodyGyro.std...Z -0.963174222291667
laying 3 fBodyGyro.std...Z -0.967256854193548
laying 4 fBodyGyro.std...Z -0.965807466666667
laying 5 fBodyGyro.std...Z -0.963305738076923
laying 6 fBodyGyro.std...Z -0.947136774385965
laying 7 fBodyGyro.std...Z -0.9588764125
laying 8 fBodyGyro.std...Z -0.970671966481481
laying 9 fBodyGyro.std...Z -0.965686312
laying 10 fBodyGyro.std...Z -0.975298797068965
laying 11 fBodyGyro.std...Z -0.963183902982456
laying 12 fBodyGyro.std...Z -0.956424382333333
laying 13 fBodyGyro.std...Z -0.969797214516129
laying 14 fBodyGyro.std...Z -0.957790479803922
laying 15 fBodyGyro.std...Z -0.960015831111111
laying 16 fBodyGyro.std...Z -0.985730995857143
laying 17 fBodyGyro.std...Z -0.978357126056338
laying 18 fBodyGyro.std...Z -0.986483048153846
laying 19 fBodyGyro.std...Z -0.975417523855422
laying 20 fBodyGyro.std...Z -0.974995267058824
laying 21 fBodyGyro.std...Z -0.983270707333333
laying 22 fBodyGyro.std...Z -0.936965638611111
laying 23 fBodyGyro.std...Z -0.98531784125
laying 24 fBodyGyro.std...Z -0.983602745694445
laying 25 fBodyGyro.std...Z -0.915467504246575
laying 26 fBodyGyro.std...Z -0.971789046710526
laying 27 fBodyGyro.std...Z -0.980096438108108
laying 28 fBodyGyro.std...Z -0.966312024
laying 29 fBodyGyro.std...Z -0.976858964492754
laying 30 fBodyGyro.std...Z -0.972199238
sitting 1 fBodyGyro.std...Z -0.94391784106383
sitting 2 fBodyGyro.std...Z -0.963522659782609
sitting 3 fBodyGyro.std...Z -0.930633150769231
sitting 4 fBodyGyro.std...Z -0.9328683544
sitting 5 fBodyGyro.std...Z -0.947346476590909
sitting 6 fBodyGyro.std...Z -0.947326797818182
sitting 7 fBodyGyro.std...Z -0.939826018125
sitting 8 fBodyGyro.std...Z -0.962632253913044
sitting 9 fBodyGyro.std...Z -0.9341874784
sitting 10 fBodyGyro.std...Z -0.962418559814815
sitting 11 fBodyGyro.std...Z -0.956802766792453
sitting 12 fBodyGyro.std...Z -0.954769877647059
sitting 13 fBodyGyro.std...Z -0.969451754693878
sitting 14 fBodyGyro.std...Z -0.956028807962963
sitting 15 fBodyGyro.std...Z -0.966228648305085
sitting 16 fBodyGyro.std...Z -0.964270052318841
sitting 17 fBodyGyro.std...Z -0.9809696453125
sitting 18 fBodyGyro.std...Z -0.98279727631579
sitting 19 fBodyGyro.std...Z -0.967869249178082
sitting 20 fBodyGyro.std...Z -0.949176822121212
sitting 21 fBodyGyro.std...Z -0.979130678470588
sitting 22 fBodyGyro.std...Z -0.951045695483871
sitting 23 fBodyGyro.std...Z -0.961914054264706
sitting 24 fBodyGyro.std...Z -0.972851787647059
sitting 25 fBodyGyro.std...Z -0.974172870615385
sitting 26 fBodyGyro.std...Z -0.968266666923077
sitting 27 fBodyGyro.std...Z -0.977595519142857
sitting 28 fBodyGyro.std...Z -0.961561036111111
sitting 29 fBodyGyro.std...Z -0.972912517166667
sitting 30 fBodyGyro.std...Z -0.95730868516129
standing 1 fBodyGyro.std...Z -0.98234533
standing 2 fBodyGyro.std...Z -0.969754295740741
standing 3 fBodyGyro.std...Z -0.919743846065574
standing 4 fBodyGyro.std...Z -0.91665163125
standing 5 fBodyGyro.std...Z -0.91678935625
standing 6 fBodyGyro.std...Z -0.95445570245614
standing 7 fBodyGyro.std...Z -0.954339406415094
standing 8 fBodyGyro.std...Z -0.975976456111111
standing 9 fBodyGyro.std...Z -0.944942811777778
standing 10 fBodyGyro.std...Z -0.958901257272727
standing 11 fBodyGyro.std...Z -0.98230878106383
standing 12 fBodyGyro.std...Z -0.954335764426229
standing 13 fBodyGyro.std...Z -0.97553326754386
standing 14 fBodyGyro.std...Z -0.950162705166667
standing 15 fBodyGyro.std...Z -0.971282183584906
standing 16 fBodyGyro.std...Z -0.983527402051282
standing 17 fBodyGyro.std...Z -0.986725274871795
standing 18 fBodyGyro.std...Z -0.974822589589041
standing 19 fBodyGyro.std...Z -0.963212791780822
standing 20 fBodyGyro.std...Z -0.914872014383562
standing 21 fBodyGyro.std...Z -0.963124572134831
standing 22 fBodyGyro.std...Z -0.963652778888889
standing 23 fBodyGyro.std...Z -0.9642499225
standing 24 fBodyGyro.std...Z -0.972688652173913
standing 25 fBodyGyro.std...Z -0.974982088108108
standing 26 fBodyGyro.std...Z -0.977351005
standing 27 fBodyGyro.std...Z -0.983105048875
standing 28 fBodyGyro.std...Z -0.932039083037975
standing 29 fBodyGyro.std...Z -0.984714226461538
standing 30 fBodyGyro.std...Z -0.935176884915254
walking 1 fBodyGyro.std...Z -0.436562227473684
walking 2 fBodyGyro.std...Z -0.559856635084746
walking 3 fBodyGyro.std...Z -0.545896388103448
walking 4 fBodyGyro.std...Z -0.716458475166667
walking 5 fBodyGyro.std...Z -0.420367075178571
walking 6 fBodyGyro.std...Z -0.512209233508772
walking 7 fBodyGyro.std...Z -0.463270018245614
walking 8 fBodyGyro.std...Z -0.1429742348125
walking 9 fBodyGyro.std...Z -0.342367223269231
walking 10 fBodyGyro.std...Z -0.273292866226415
walking 11 fBodyGyro.std...Z -0.498554639491525
walking 12 fBodyGyro.std...Z -0.4222565212
walking 13 fBodyGyro.std...Z -0.455333900526316
walking 14 fBodyGyro.std...Z -0.180232949016949
walking 15 fBodyGyro.std...Z -0.543997593703704
walking 16 fBodyGyro.std...Z -0.403219791372549
walking 17 fBodyGyro.std...Z -0.438768699508197
walking 18 fBodyGyro.std...Z -0.54840977125
walking 19 fBodyGyro.std...Z -0.220271190807692
walking 20 fBodyGyro.std...Z -0.264957205764706
walking 21 fBodyGyro.std...Z -0.385505359038462
walking 22 fBodyGyro.std...Z -0.253173876956522
walking 23 fBodyGyro.std...Z -0.287820868152542
walking 24 fBodyGyro.std...Z -0.453337858448276
walking 25 fBodyGyro.std...Z -0.603544209459459
walking 26 fBodyGyro.std...Z -0.426232090508475
walking 27 fBodyGyro.std...Z -0.297847512280702
walking 28 fBodyGyro.std...Z -0.308243390425926
walking 29 fBodyGyro.std...Z -0.494117483018868
walking 30 fBodyGyro.std...Z -0.237941473615385
walking_downstairs 1 fBodyGyro.std...Z -0.238443565306122
walking_downstairs 2 fBodyGyro.std...Z -0.422987665106383
walking_downstairs 3 fBodyGyro.std...Z -0.548164313265306
walking_downstairs 4 fBodyGyro.std...Z -0.621658471333333
walking_downstairs 5 fBodyGyro.std...Z -0.374705187021277
walking_downstairs 6 fBodyGyro.std...Z -0.275667262770833
walking_downstairs 7 fBodyGyro.std...Z -0.495120053191489
walking_downstairs 8 fBodyGyro.std...Z -0.268253406210526
walking_downstairs 9 fBodyGyro.std...Z -0.356561471714286
walking_downstairs 10 fBodyGyro.std...Z -0.1503916379
walking_downstairs 11 fBodyGyro.std...Z -0.397220471086957
walking_downstairs 12 fBodyGyro.std...Z -0.448512990434783
walking_downstairs 13 fBodyGyro.std...Z -0.427008254255319
walking_downstairs 14 fBodyGyro.std...Z 0.182794696328889
walking_downstairs 15 fBodyGyro.std...Z -0.3436733
walking_downstairs 16 fBodyGyro.std...Z -0.521100818723404
walking_downstairs 17 fBodyGyro.std...Z -0.540949520217391
walking_downstairs 18 fBodyGyro.std...Z -0.543996110545454
walking_downstairs 19 fBodyGyro.std...Z -0.215892226769231
walking_downstairs 20 fBodyGyro.std...Z 0.0183050845333333
walking_downstairs 21 fBodyGyro.std...Z -0.450772139111111
walking_downstairs 22 fBodyGyro.std...Z -0.377319033611111
walking_downstairs 23 fBodyGyro.std...Z -0.305896699222222
walking_downstairs 24 fBodyGyro.std...Z -0.573281905454545
walking_downstairs 25 fBodyGyro.std...Z -0.506738306724138
walking_downstairs 26 fBodyGyro.std...Z -0.434482187
walking_downstairs 27 fBodyGyro.std...Z -0.367816046590909
walking_downstairs 28 fBodyGyro.std...Z -0.416505886304348
walking_downstairs 29 fBodyGyro.std...Z -0.416165845833333
walking_downstairs 30 fBodyGyro.std...Z -0.371541476129032
walking_upstairs 1 fBodyGyro.std...Z -0.57170784
walking_upstairs 2 fBodyGyro.std...Z -0.218072471479167
walking_upstairs 3 fBodyGyro.std...Z -0.561097649661017
walking_upstairs 4 fBodyGyro.std...Z -0.424533512307692
walking_upstairs 5 fBodyGyro.std...Z -0.380378006808511
walking_upstairs 6 fBodyGyro.std...Z -0.309998085098039
walking_upstairs 7 fBodyGyro.std...Z -0.393062890647059
walking_upstairs 8 fBodyGyro.std...Z 0.263202878429268
walking_upstairs 9 fBodyGyro.std...Z -0.165554554220408
walking_upstairs 10 fBodyGyro.std...Z -0.403822082765957
walking_upstairs 11 fBodyGyro.std...Z -0.729928728518519
walking_upstairs 12 fBodyGyro.std...Z -0.396095719423077
walking_upstairs 13 fBodyGyro.std...Z -0.272525011818182
walking_upstairs 14 fBodyGyro.std...Z 0.522454216314815
walking_upstairs 15 fBodyGyro.std...Z -0.523744300833333
walking_upstairs 16 fBodyGyro.std...Z -0.387309489901961
walking_upstairs 17 fBodyGyro.std...Z -0.2778914704375
walking_upstairs 18 fBodyGyro.std...Z -0.466022431206897
walking_upstairs 19 fBodyGyro.std...Z -0.207498123525
walking_upstairs 20 fBodyGyro.std...Z 0.095476833245098
walking_upstairs 21 fBodyGyro.std...Z 0.0130916351042553
walking_upstairs 22 fBodyGyro.std...Z -0.222431794690476
walking_upstairs 23 fBodyGyro.std...Z -0.0822521122215686
walking_upstairs 24 fBodyGyro.std...Z -0.311996408983051
walking_upstairs 25 fBodyGyro.std...Z -0.601112612153846
walking_upstairs 26 fBodyGyro.std...Z -0.362052183090909
walking_upstairs 27 fBodyGyro.std...Z -0.183508696647059
walking_upstairs 28 fBodyGyro.std...Z -0.22624337505098
walking_upstairs 29 fBodyGyro.std...Z -0.444153056530612
walking_upstairs 30 fBodyGyro.std...Z -0.253427074984615
laying 1 fBodyAccMag.std.. -0.7983009404
laying 2 fBodyAccMag.std.. -0.975121387916667
laying 3 fBodyAccMag.std.. -0.968350217419355
laying 4 fBodyAccMag.std.. -0.937187975962963
laying 5 fBodyAccMag.std.. -0.962525369423077
laying 6 fBodyAccMag.std.. -0.905373979824561
laying 7 fBodyAccMag.std.. -0.910542462919231
laying 8 fBodyAccMag.std.. -0.917257979425926
laying 9 fBodyAccMag.std.. -0.921929738394
laying 10 fBodyAccMag.std.. -0.944304974655172
laying 11 fBodyAccMag.std.. -0.976037695614035
laying 12 fBodyAccMag.std.. -0.942133255166667
laying 13 fBodyAccMag.std.. -0.949431319193548
laying 14 fBodyAccMag.std.. -0.859606047058823
laying 15 fBodyAccMag.std.. -0.94550856
laying 16 fBodyAccMag.std.. -0.958111895857143
laying 17 fBodyAccMag.std.. -0.949042531690141
laying 18 fBodyAccMag.std.. -0.987648484461539
laying 19 fBodyAccMag.std.. -0.964056773975904
laying 20 fBodyAccMag.std.. -0.9418940855
laying 21 fBodyAccMag.std.. -0.944449070888889
laying 22 fBodyAccMag.std.. -0.913267251263889
laying 23 fBodyAccMag.std.. -0.958465695416667
laying 24 fBodyAccMag.std.. -0.971063024027778
laying 25 fBodyAccMag.std.. -0.651353241643836
laying 26 fBodyAccMag.std.. -0.966576631710526
laying 27 fBodyAccMag.std.. -0.980296339054054
laying 28 fBodyAccMag.std.. -0.95756401875
laying 29 fBodyAccMag.std.. -0.981599783623188
laying 30 fBodyAccMag.std.. -0.964051810714286
sitting 1 fBodyAccMag.std.. -0.928444801702128
sitting 2 fBodyAccMag.std.. -0.955575602173913
sitting 3 fBodyAccMag.std.. -0.874626592115385
sitting 4 fBodyAccMag.std.. -0.9198157096
sitting 5 fBodyAccMag.std.. -0.925669291136364
sitting 6 fBodyAccMag.std.. -0.939547202909091
sitting 7 fBodyAccMag.std.. -0.88691563825
sitting 8 fBodyAccMag.std.. -0.93172124
sitting 9 fBodyAccMag.std.. -0.8691725114
sitting 10 fBodyAccMag.std.. -0.941511952777778
sitting 11 fBodyAccMag.std.. -0.948521986037736
sitting 12 fBodyAccMag.std.. -0.950647188823529
sitting 13 fBodyAccMag.std.. -0.938529931020408
sitting 14 fBodyAccMag.std.. -0.929193937222222
sitting 15 fBodyAccMag.std.. -0.941195938135593
sitting 16 fBodyAccMag.std.. -0.942588250115942
sitting 17 fBodyAccMag.std.. -0.9653996796875
sitting 18 fBodyAccMag.std.. -0.982226151578947
sitting 19 fBodyAccMag.std.. -0.952802277671233
sitting 20 fBodyAccMag.std.. -0.942151231515152
sitting 21 fBodyAccMag.std.. -0.974447593176471
sitting 22 fBodyAccMag.std.. -0.926798029822581
sitting 23 fBodyAccMag.std.. -0.927090118382353
sitting 24 fBodyAccMag.std.. -0.965852262058824
sitting 25 fBodyAccMag.std.. -0.961997268307692
sitting 26 fBodyAccMag.std.. -0.934587699141026
sitting 27 fBodyAccMag.std.. -0.970885296857143
sitting 28 fBodyAccMag.std.. -0.952281424444444
sitting 29 fBodyAccMag.std.. -0.971218019833333
sitting 30 fBodyAccMag.std.. -0.943543732580645
standing 1 fBodyAccMag.std.. -0.982313804716981
standing 2 fBodyAccMag.std.. -0.960519381481482
standing 3 fBodyAccMag.std.. -0.921836076557377
standing 4 fBodyAccMag.std.. -0.895340042142857
standing 5 fBodyAccMag.std.. -0.886745170714286
standing 6 fBodyAccMag.std.. -0.94456410754386
standing 7 fBodyAccMag.std.. -0.93728796509434
standing 8 fBodyAccMag.std.. -0.938628186322222
standing 9 fBodyAccMag.std.. -0.940265546444444
standing 10 fBodyAccMag.std.. -0.945048242954545
standing 11 fBodyAccMag.std.. -0.981503969574468
standing 12 fBodyAccMag.std.. -0.939741929016393
standing 13 fBodyAccMag.std.. -0.970445378947368
standing 14 fBodyAccMag.std.. -0.939799869833333
standing 15 fBodyAccMag.std.. -0.950204045849057
standing 16 fBodyAccMag.std.. -0.957173571923077
standing 17 fBodyAccMag.std.. -0.975504840641026
standing 18 fBodyAccMag.std.. -0.973264853561644
standing 19 fBodyAccMag.std.. -0.964259110821918
standing 20 fBodyAccMag.std.. -0.918651880273973
standing 21 fBodyAccMag.std.. -0.960041844382022
standing 22 fBodyAccMag.std.. -0.943739135238095
standing 23 fBodyAccMag.std.. -0.955291356470588
standing 24 fBodyAccMag.std.. -0.949522556376812
standing 25 fBodyAccMag.std.. -0.970203660405405
standing 26 fBodyAccMag.std.. -0.963909299324324
standing 27 fBodyAccMag.std.. -0.967529105125
standing 28 fBodyAccMag.std.. -0.923857158227848
standing 29 fBodyAccMag.std.. -0.982247716
standing 30 fBodyAccMag.std.. -0.921733233050847
walking 1 fBodyAccMag.std.. -0.398032586842105
walking 2 fBodyAccMag.std.. -0.577105211694915
walking 3 fBodyAccMag.std.. -0.456373080862069
walking 4 fBodyAccMag.std.. -0.651172628166667
walking 5 fBodyAccMag.std.. -0.519636926071429
walking 6 fBodyAccMag.std.. -0.421683093508772
walking 7 fBodyAccMag.std.. -0.351706780526316
walking 8 fBodyAccMag.std.. -0.360818978541667
walking 9 fBodyAccMag.std.. -0.513891953269231
walking 10 fBodyAccMag.std.. -0.370471943962264
walking 11 fBodyAccMag.std.. -0.584455992033898
walking 12 fBodyAccMag.std.. -0.4088962994
walking 13 fBodyAccMag.std.. -0.438388953157895
walking 14 fBodyAccMag.std.. -0.457490009491525
walking 15 fBodyAccMag.std.. -0.458344792407407
walking 16 fBodyAccMag.std.. -0.592150985098039
walking 17 fBodyAccMag.std.. -0.565162507704918
walking 18 fBodyAccMag.std.. -0.565563056964286
walking 19 fBodyAccMag.std.. -0.324793406057692
walking 20 fBodyAccMag.std.. -0.389934004313725
walking 21 fBodyAccMag.std.. -0.438149791153846
walking 22 fBodyAccMag.std.. -0.381399308043478
walking 23 fBodyAccMag.std.. -0.407577515762712
walking 24 fBodyAccMag.std.. -0.590265845517241
walking 25 fBodyAccMag.std.. -0.632927475540541
walking 26 fBodyAccMag.std.. -0.537183967118644
walking 27 fBodyAccMag.std.. -0.550392604912281
walking 28 fBodyAccMag.std.. -0.511573670555556
walking 29 fBodyAccMag.std.. -0.393257505471698
walking 30 fBodyAccMag.std.. -0.469852794923077
walking_downstairs 1 fBodyAccMag.std.. -0.186530301073469
walking_downstairs 2 fBodyAccMag.std.. -0.0214787881723404
walking_downstairs 3 fBodyAccMag.std.. -0.233849422120408
walking_downstairs 4 fBodyAccMag.std.. -0.263644030288889
walking_downstairs 5 fBodyAccMag.std.. 0.0428533623276596
walking_downstairs 6 fBodyAccMag.std.. 0.1446227570625
walking_downstairs 7 fBodyAccMag.std.. 0.0214440976893617
walking_downstairs 8 fBodyAccMag.std.. -0.156141093578947
walking_downstairs 9 fBodyAccMag.std.. 0.0888671674047619
walking_downstairs 10 fBodyAccMag.std.. -0.0616742840815789
walking_downstairs 11 fBodyAccMag.std.. -0.137123060369565
walking_downstairs 12 fBodyAccMag.std.. -0.105124972078261
walking_downstairs 13 fBodyAccMag.std.. -0.210912766382979
walking_downstairs 14 fBodyAccMag.std.. 0.178684580868889
walking_downstairs 15 fBodyAccMag.std.. 0.153124178119048
walking_downstairs 16 fBodyAccMag.std.. -0.0534137179170213
walking_downstairs 17 fBodyAccMag.std.. -0.0618876767130435
walking_downstairs 18 fBodyAccMag.std.. -0.344299434181818
walking_downstairs 19 fBodyAccMag.std.. 0.0828630624102564
walking_downstairs 20 fBodyAccMag.std.. 0.000242174637777778
walking_downstairs 21 fBodyAccMag.std.. 0.0791271386644444
walking_downstairs 22 fBodyAccMag.std.. -0.0575202606055556
walking_downstairs 23 fBodyAccMag.std.. -0.0453930349148148
walking_downstairs 24 fBodyAccMag.std.. -0.175291708678182
walking_downstairs 25 fBodyAccMag.std.. -0.359437080103448
walking_downstairs 26 fBodyAccMag.std.. 0.005749436614
walking_downstairs 27 fBodyAccMag.std.. -0.071212004425
walking_downstairs 28 fBodyAccMag.std.. -0.074058597676087
walking_downstairs 29 fBodyAccMag.std.. -0.0330868111229167
walking_downstairs 30 fBodyAccMag.std.. -0.178535173268548
walking_upstairs 1 fBodyAccMag.std.. -0.416260101509434
walking_upstairs 2 fBodyAccMag.std.. -0.36672824375
walking_upstairs 3 fBodyAccMag.std.. -0.447994369152542
walking_upstairs 4 fBodyAccMag.std.. -0.301005898461538
walking_upstairs 5 fBodyAccMag.std.. -0.254091927148936
walking_upstairs 6 fBodyAccMag.std.. -0.222161433666667
walking_upstairs 7 fBodyAccMag.std.. -0.415307106666667
walking_upstairs 8 fBodyAccMag.std.. -0.409282851707317
walking_upstairs 9 fBodyAccMag.std.. -0.509929461428571
walking_upstairs 10 fBodyAccMag.std.. -0.361437534680851
walking_upstairs 11 fBodyAccMag.std.. -0.376027878888889
walking_upstairs 12 fBodyAccMag.std.. -0.395285130961538
walking_upstairs 13 fBodyAccMag.std.. -0.409065516363636
walking_upstairs 14 fBodyAccMag.std.. -0.143253889222222
walking_upstairs 15 fBodyAccMag.std.. -0.255659340833333
walking_upstairs 16 fBodyAccMag.std.. -0.418924256078431
walking_upstairs 17 fBodyAccMag.std.. -0.217393170604167
walking_upstairs 18 fBodyAccMag.std.. -0.436218933448276
walking_upstairs 19 fBodyAccMag.std.. -0.368253499
walking_upstairs 20 fBodyAccMag.std.. -0.320241012294118
walking_upstairs 21 fBodyAccMag.std.. -0.403357611702128
walking_upstairs 22 fBodyAccMag.std.. -0.334126221428571
walking_upstairs 23 fBodyAccMag.std.. -0.410047643333333
walking_upstairs 24 fBodyAccMag.std.. -0.406283377627119
walking_upstairs 25 fBodyAccMag.std.. -0.536120293230769
walking_upstairs 26 fBodyAccMag.std.. -0.274226227272727
walking_upstairs 27 fBodyAccMag.std.. -0.468707734509804
walking_upstairs 28 fBodyAccMag.std.. -0.334626168823529
walking_upstairs 29 fBodyAccMag.std.. -0.155993755897959
walking_upstairs 30 fBodyAccMag.std.. -0.394508080769231
laying 1 fBodyBodyAccJerkMag.std.. -0.9218039756
laying 2 fBodyBodyAccJerkMag.std.. -0.984568489166667
laying 3 fBodyBodyAccJerkMag.std.. -0.975305377903226
laying 4 fBodyBodyAccJerkMag.std.. -0.958037119259259
laying 5 fBodyBodyAccJerkMag.std.. -0.976381934807692
laying 6 fBodyBodyAccJerkMag.std.. -0.951552664035088
laying 7 fBodyBodyAccJerkMag.std.. -0.965359228076923
laying 8 fBodyBodyAccJerkMag.std.. -0.963791094259259
laying 9 fBodyBodyAccJerkMag.std.. -0.9550947122
laying 10 fBodyBodyAccJerkMag.std.. -0.965377553448276
laying 11 fBodyBodyAccJerkMag.std.. -0.975126531403509
laying 12 fBodyBodyAccJerkMag.std.. -0.961653004
laying 13 fBodyBodyAccJerkMag.std.. -0.978044349516129
laying 14 fBodyBodyAccJerkMag.std.. -0.963607433921569
laying 15 fBodyBodyAccJerkMag.std.. -0.972530077916667
laying 16 fBodyBodyAccJerkMag.std.. -0.98724716
laying 17 fBodyBodyAccJerkMag.std.. -0.979657231408451
laying 18 fBodyBodyAccJerkMag.std.. -0.989710656769231
laying 19 fBodyBodyAccJerkMag.std.. -0.979452188433735
laying 20 fBodyBodyAccJerkMag.std.. -0.979565196911765
